run_accession	sample_accession	sample_alias	study_title	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
SRR32270769	SAMN46705620	A9554	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607923	PRJNA1219970	2104	Mycoplasmoides pneumoniae	827043900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/069/SRR32270769/SRR32270769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/069/SRR32270769/SRR32270769_2.fastq.gz	1951e456a7196a0938e15db9ea58e40d;c45f8921fdd8a6f4616332d64458241f
SRR32270770	SAMN46705619	A9547	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607922	PRJNA1219970	2104	Mycoplasmoides pneumoniae	459823500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/070/SRR32270770/SRR32270770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/070/SRR32270770/SRR32270770_2.fastq.gz	5ba4092e885ff56b767bb3cd1ae75412;10373365937508004cbcd5b8980b865f
SRR32270771	SAMN46705618	A9525	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607921	PRJNA1219970	2104	Mycoplasmoides pneumoniae	450824400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/071/SRR32270771/SRR32270771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/071/SRR32270771/SRR32270771_2.fastq.gz	f136c8bb4e815f0be4059c6a4f1e8732;b85b254de410ebc87764400f578f2536
SRR32270772	SAMN46705617	A949	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607920	PRJNA1219970	2104	Mycoplasmoides pneumoniae	314852400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/072/SRR32270772/SRR32270772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/072/SRR32270772/SRR32270772_2.fastq.gz	04920f15055254617244ab62faee1506;79441623c69eeaa740b5985f4215a19d
SRR32270773	SAMN46705616	A9461	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607919	PRJNA1219970	2104	Mycoplasmoides pneumoniae	227701800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/073/SRR32270773/SRR32270773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/073/SRR32270773/SRR32270773_2.fastq.gz	e50eb29f92e3a78bf50f52fbf4a921ac;dadf8dd871b44bc43cea333b073ec174
SRR32270774	SAMN46705615	A9460	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607918	PRJNA1219970	2104	Mycoplasmoides pneumoniae	316425900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/074/SRR32270774/SRR32270774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/074/SRR32270774/SRR32270774_2.fastq.gz	176fdb7c4c4e9cc179eedb537472a962;5e1da70d7203394eacf4e82cd1f49242
SRR32270775	SAMN46705614	A929	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607917	PRJNA1219970	2104	Mycoplasmoides pneumoniae	273569700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/075/SRR32270775/SRR32270775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/075/SRR32270775/SRR32270775_2.fastq.gz	e212b9d6258f1f8de142af56b743706f;3dbdfc1311981ef5d00ef699df14410d
SRR32270776	SAMN46705613	A9290	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607916	PRJNA1219970	2104	Mycoplasmoides pneumoniae	3327434100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/076/SRR32270776/SRR32270776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/076/SRR32270776/SRR32270776_2.fastq.gz	c1a27dacc2cd369eb16f1d3d56bd427b;2435cef32084acef666dd982cb75809c
SRR32270777	SAMN46705612	A9225	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607915	PRJNA1219970	2104	Mycoplasmoides pneumoniae	125281200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/077/SRR32270777/SRR32270777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/077/SRR32270777/SRR32270777_2.fastq.gz	e927a8636e39bd3bf0497da31620d01c;b78cfd20f23756c4a442b2e21dada3f5
SRR32270778	SAMN46705611	A9031	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607914	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2100969600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/078/SRR32270778/SRR32270778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/078/SRR32270778/SRR32270778_2.fastq.gz	94cc9d75826dae6de7985633768021ac;39444318cc7364cfbdce489db4a9807d
SRR32270779	SAMN46705575	A1164	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607913	PRJNA1219970	2104	Mycoplasmoides pneumoniae	540096300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/079/SRR32270779/SRR32270779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/079/SRR32270779/SRR32270779_2.fastq.gz	803f4a7291f4db3a0e06fbdfc78af08d;e8b76c89f1972feefc06c5b875bcaa27
SRR32270780	SAMN46705610	A9004	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607912	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1520682600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/080/SRR32270780/SRR32270780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/080/SRR32270780/SRR32270780_2.fastq.gz	f92ca320d8c608f793f1b343d6c8d870;f84d358238c3698162006d0b85fe4638
SRR32270781	SAMN46705609	A8996	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607911	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1621098600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/081/SRR32270781/SRR32270781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/081/SRR32270781/SRR32270781_2.fastq.gz	2666f58f0e3253872df8496b62cd7f52;c4ea03863bda8b620f74db0d3824dc01
SRR32270782	SAMN46705608	A869	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607910	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1120960200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/082/SRR32270782/SRR32270782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/082/SRR32270782/SRR32270782_2.fastq.gz	b78dccebce3e1eb053822bfbcb839e2f;b92a2885daf021cbcc9385339f22210f
SRR32270783	SAMN46705607	A846	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607909	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1792126800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/083/SRR32270783/SRR32270783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/083/SRR32270783/SRR32270783_2.fastq.gz	8d6728ffd22fd0eb62cf2b698cf6381c;3737c12b4569e9a1f458fb48e5842d43
SRR32270784	SAMN46705606	A8384	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607908	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1912981800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/084/SRR32270784/SRR32270784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/084/SRR32270784/SRR32270784_2.fastq.gz	74d3d65b1ce451fa996e3fa3124d3af6;4eb89b6956682c6430e9c5d7a0875c8d
SRR32270785	SAMN46705605	A811	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607907	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2687781300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/085/SRR32270785/SRR32270785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/085/SRR32270785/SRR32270785_2.fastq.gz	bbe8cf80719eb784a318d324ff1498aa;b93e866674f55cd161aa7a246dd29de0
SRR32270786	SAMN46705604	A795	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607906	PRJNA1219970	2104	Mycoplasmoides pneumoniae	510943800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/086/SRR32270786/SRR32270786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/086/SRR32270786/SRR32270786_2.fastq.gz	b2c325ea04ada7e65d449c5c82855c77;2e22daac35442fbd23dbb5e219cea19a
SRR32270787	SAMN46705603	A794	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607905	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1442116800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/087/SRR32270787/SRR32270787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/087/SRR32270787/SRR32270787_2.fastq.gz	bef0e2e30bef3778bf596f7b8b0e9f6e;0378f4045b05a396db4cc2b74f887aaa
SRR32270788	SAMN46705602	A707	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607904	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1318314900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/088/SRR32270788/SRR32270788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/088/SRR32270788/SRR32270788_2.fastq.gz	343f8b4f64b513d2ca63b6aa5be83b75;90d62da527fcc4586d79c52e4a31a428
SRR32270789	SAMN46705601	A701	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607903	PRJNA1219970	2104	Mycoplasmoides pneumoniae	239356200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/089/SRR32270789/SRR32270789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/089/SRR32270789/SRR32270789_2.fastq.gz	886b6e262dfd2b6313e2fcb51bea0536;c7bcf947a417bdb97e8cf3da7695bce6
SRR32270790	SAMN46705574	A1163	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607902	PRJNA1219970	2104	Mycoplasmoides pneumoniae	364443000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/090/SRR32270790/SRR32270790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/090/SRR32270790/SRR32270790_2.fastq.gz	1c72fb5f18134e5cc1107570c62b3b3e;1d0edec6e2ec13304cbe98742ebe1d21
SRR32270791	SAMN46705600	A663	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607901	PRJNA1219970	2104	Mycoplasmoides pneumoniae	172479300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/091/SRR32270791/SRR32270791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/091/SRR32270791/SRR32270791_2.fastq.gz	8b44bac90589d16622c0e17c5d2fc0fa;5a1254d23f99c518fb1bcabfd3b54a88
SRR32270792	SAMN46705599	A6512	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607900	PRJNA1219970	2104	Mycoplasmoides pneumoniae	287067900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/092/SRR32270792/SRR32270792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/092/SRR32270792/SRR32270792_2.fastq.gz	4a8b67ea2abcfbf7919f773beb183407;006284b88a5e5887e837fd6698494b59
SRR32270793	SAMN46705598	A644	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607899	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1827186600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/093/SRR32270793/SRR32270793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/093/SRR32270793/SRR32270793_2.fastq.gz	f6a307e8331a2956c78ad4b095c12269;feb414d56126d44819509fa1bacde5b3
SRR32270794	SAMN46705597	A6414	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607898	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1072724100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/094/SRR32270794/SRR32270794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/094/SRR32270794/SRR32270794_2.fastq.gz	fcbe15600ec5265b9409f357684423d6;d539f04ecd61a5f9b301b8eeb09b3f70
SRR32270795	SAMN46705596	A6347	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607897	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1262118300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/095/SRR32270795/SRR32270795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/095/SRR32270795/SRR32270795_2.fastq.gz	3fc3cda2060c55a7e50d3b746096b5d5;90e69a2c1e81ff014a806e42e79b956c
SRR32270796	SAMN46705719	HD0031093-BJ61	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607896	PRJNA1219970	2104	Mycoplasmoides pneumoniae	129334500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/096/SRR32270796/SRR32270796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/096/SRR32270796/SRR32270796_2.fastq.gz	717b33511002a91af9bd1cbcf52f580c;9bc53b05fd2e604586746453e67049b7
SRR32270797	SAMN46705718	HD0031092-BJ36	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607895	PRJNA1219970	2104	Mycoplasmoides pneumoniae	174934200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/097/SRR32270797/SRR32270797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/097/SRR32270797/SRR32270797_2.fastq.gz	5e461985dc67a85c9de145c5c47c1868;02f0731477c4ccb48350359b81001eca
SRR32270798	SAMN46705717	HD0031091-BJ15	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607894	PRJNA1219970	2104	Mycoplasmoides pneumoniae	119164500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/098/SRR32270798/SRR32270798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/098/SRR32270798/SRR32270798_2.fastq.gz	386dc3eccb6a4869d472101aa6d4c84e;02bd7cebe73015ddac7a332b5d3aadfb
SRR32270799	SAMN46705716	HD0035177-E342	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607893	PRJNA1219970	2104	Mycoplasmoides pneumoniae	128595000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/099/SRR32270799/SRR32270799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/099/SRR32270799/SRR32270799_2.fastq.gz	17604fe1a735de3be282ebb178cc4752;98367160649b09620b9586412150fc06
SRR32270800	SAMN46705715	HD0035176-E341	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607892	PRJNA1219970	2104	Mycoplasmoides pneumoniae	96402600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/000/SRR32270800/SRR32270800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/000/SRR32270800/SRR32270800_2.fastq.gz	d08c709593b44c4c5cd172f47b42dbdb;000cbac879a9bb61bcd5a4b7ea4a7672
SRR32270801	SAMN46705714	HD0035175-E339	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607891	PRJNA1219970	2104	Mycoplasmoides pneumoniae	152207700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/001/SRR32270801/SRR32270801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/001/SRR32270801/SRR32270801_2.fastq.gz	4e0b2669962e297289b6c0055549c199;4bb3571eddf4c80e7b7fc8d79640ee4d
SRR32270802	SAMN46705713	HD0035174-E337	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607890	PRJNA1219970	2104	Mycoplasmoides pneumoniae	149896800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/002/SRR32270802/SRR32270802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/002/SRR32270802/SRR32270802_2.fastq.gz	b13688fc1c345da4a4394d7063970b6a;8ce60412ee71e68e7bd183719fbedd57
SRR32270803	SAMN46705712	HD0035173-E334	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607889	PRJNA1219970	2104	Mycoplasmoides pneumoniae	126697200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/003/SRR32270803/SRR32270803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/003/SRR32270803/SRR32270803_2.fastq.gz	e7d700bc33b41fd15015d3821528175b;cbafa3de3887efb0e5f054bd4a40e4db
SRR32270804	SAMN46705711	HD0035172-E333	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607888	PRJNA1219970	2104	Mycoplasmoides pneumoniae	194537100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/004/SRR32270804/SRR32270804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/004/SRR32270804/SRR32270804_2.fastq.gz	d879b8e295fa0e4b77b5ff2015870ab5;3b8debbf1ed14ec338a1b4bdadfda86d
SRR32270805	SAMN46705585	A300	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607887	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1179638700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/005/SRR32270805/SRR32270805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/005/SRR32270805/SRR32270805_2.fastq.gz	9d1d578130d54a7b039f17f7ccaa6633;2c856919bf0cffc08807dbea7dbb7cee
SRR32270806	SAMN46705710	HD0035171-E332	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607886	PRJNA1219970	2104	Mycoplasmoides pneumoniae	167604300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/006/SRR32270806/SRR32270806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/006/SRR32270806/SRR32270806_2.fastq.gz	215ee0aea0f736d57f3eca6ba7776c9a;0ae15eb9a84f80b57e68a3a04f597eda
SRR32270807	SAMN46705709	HD0035170-E331	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607885	PRJNA1219970	2104	Mycoplasmoides pneumoniae	165527700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/007/SRR32270807/SRR32270807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/007/SRR32270807/SRR32270807_2.fastq.gz	ef7e21da9d606935183010186c010a7b;54848f443577fc03cfb303a36aa5c5c6
SRR32270808	SAMN46705708	HD0035169-E330	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607884	PRJNA1219970	2104	Mycoplasmoides pneumoniae	121137900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/008/SRR32270808/SRR32270808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/008/SRR32270808/SRR32270808_2.fastq.gz	5227333118377c0a7d846b58c0777774;3c29c8fcc6f02a5cc26e62a7296fee49
SRR32270809	SAMN46705707	HD0035168-C8899	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607883	PRJNA1219970	2104	Mycoplasmoides pneumoniae	355463700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/009/SRR32270809/SRR32270809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/009/SRR32270809/SRR32270809_2.fastq.gz	bf6e6307683cd3de0cbda55a4e67b022;81490ba5a43a4f62b5a0dc175cf4d965
SRR32270810	SAMN46705706	HD0035167-C8709	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607882	PRJNA1219970	2104	Mycoplasmoides pneumoniae	201335100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/010/SRR32270810/SRR32270810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/010/SRR32270810/SRR32270810_2.fastq.gz	862343aef9fcf01fa6d0dab707b97991;4e9aab0a3c86b527d58805eec2d6dd2a
SRR32270811	SAMN46705705	HD0035166-C8695	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607881	PRJNA1219970	2104	Mycoplasmoides pneumoniae	130090200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/011/SRR32270811/SRR32270811_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/011/SRR32270811/SRR32270811_2.fastq.gz	4e600fe0c4679da0989b4ddaaff7f6ca;43fc4d3aaa2ac4611ade2b3b060fd354
SRR32270812	SAMN46705704	HD0035165-C8696	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607880	PRJNA1219970	2104	Mycoplasmoides pneumoniae	443028600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/012/SRR32270812/SRR32270812_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/012/SRR32270812/SRR32270812_2.fastq.gz	3ae89fa5e16d5c1c2fafead533af9bff;e52fea18d5c3117784fb4de167d5f977
SRR32270813	SAMN46705703	HD0035164-C4391	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607879	PRJNA1219970	2104	Mycoplasmoides pneumoniae	103269900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/013/SRR32270813/SRR32270813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/013/SRR32270813/SRR32270813_2.fastq.gz	1bdf26a257c9f77726ac57de43a854b4;2459008035b585c1ae48e2285b12c2dc
SRR32270814	SAMN46705702	HD0035163-C2125	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607878	PRJNA1219970	2104	Mycoplasmoides pneumoniae	165840000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/014/SRR32270814/SRR32270814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/014/SRR32270814/SRR32270814_2.fastq.gz	90afca402409c2c6548dd43d967b6065;d3d9d75a37d8c1d16bedcbbea9b0107d
SRR32270815	SAMN46705701	HD0035162-C2046	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607877	PRJNA1219970	2104	Mycoplasmoides pneumoniae	165341400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/015/SRR32270815/SRR32270815_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/015/SRR32270815/SRR32270815_2.fastq.gz	ee3e99ed8cb8011f9f2a708d18867c40;7365d505346f3381098ae46c8e32eccd
SRR32270816	SAMN46705584	A297	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607876	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1451203200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/016/SRR32270816/SRR32270816_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/016/SRR32270816/SRR32270816_2.fastq.gz	65d92e0472c85a3faf66d96d318d57b0;5ff26a8e1453dcf58aa08aaa4ad5d475
SRR32270817	SAMN46705700	HD0035161-C1241	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607875	PRJNA1219970	2104	Mycoplasmoides pneumoniae	212284500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/017/SRR32270817/SRR32270817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/017/SRR32270817/SRR32270817_2.fastq.gz	606dcb5e3d6d1743bb8d1541f2d9ddc0;ebaefcff4a66aed89f38edabca80c126
SRR32270818	SAMN46705699	HD0035160-C1026	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607874	PRJNA1219970	2104	Mycoplasmoides pneumoniae	124666800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/018/SRR32270818/SRR32270818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/018/SRR32270818/SRR32270818_2.fastq.gz	c0c7f62e6abecca2bdf7f99c78017f69;83e71916c7639b0d9c14168973da7562
SRR32270819	SAMN46705698	HD0035159-C804	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607873	PRJNA1219970	2104	Mycoplasmoides pneumoniae	203784000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/019/SRR32270819/SRR32270819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/019/SRR32270819/SRR32270819_2.fastq.gz	490f015cf6f048716f9e22bd8d855921;debf687d82d799b86394878a0be6c8ed
SRR32270820	SAMN46705697	HD0035158-B8269	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607872	PRJNA1219970	2104	Mycoplasmoides pneumoniae	115328700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/020/SRR32270820/SRR32270820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/020/SRR32270820/SRR32270820_2.fastq.gz	ca5cc3f3d384574880f8247c8d2c8d17;15cde654f2cfab91ff8954ddff22164b
SRR32270821	SAMN46705696	HD0035157-B8969	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607871	PRJNA1219970	2104	Mycoplasmoides pneumoniae	225733500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/021/SRR32270821/SRR32270821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/021/SRR32270821/SRR32270821_2.fastq.gz	2087fd817e9bb06909f043da48a4037c;09028580a6893080c05d64bae070dba0
SRR32270822	SAMN46705695	HD0035156-B4578	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607870	PRJNA1219970	2104	Mycoplasmoides pneumoniae	174302400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/022/SRR32270822/SRR32270822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/022/SRR32270822/SRR32270822_2.fastq.gz	ff0c68c4437c761af7ad7021590fe24b;f4bdf1f8235316f5e308dab88cd64a41
SRR32270823	SAMN46705694	HD0035154-B5875	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607869	PRJNA1219970	2104	Mycoplasmoides pneumoniae	142995900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/023/SRR32270823/SRR32270823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/023/SRR32270823/SRR32270823_2.fastq.gz	5a985c8fff4404f2b597ef3c6a6b183a;abc2de8f72bfeaf7ee8e0b7b44517ef8
SRR32270824	SAMN46705670	HD0035118-A908	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607868	PRJNA1219970	2104	Mycoplasmoides pneumoniae	127163700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/024/SRR32270824/SRR32270824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/024/SRR32270824/SRR32270824_2.fastq.gz	96ac1e1edba75e02aa368ef7cd35b8aa;3ee31fc45c81ae82b4be0688edde8f5c
SRR32270825	SAMN46705669	HD0035117-A662	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607867	PRJNA1219970	2104	Mycoplasmoides pneumoniae	379956000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/025/SRR32270825/SRR32270825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/025/SRR32270825/SRR32270825_2.fastq.gz	fd66c07e6a9ca1f7a1242df26861a027;ec7eca5d017050c10f4f996b59302ac0
